2.383333333333333484e-02,4.750000000000000056e-02,5.199999999999999761e-02,4.666666666666666879e-02,9.133333333333333581e-02,8.916666666666667185e-02,3.450000000000000289e-02,5.733333333333333337e-02,7.649999999999999856e-02,8.733333333333333226e-02
1.933333333333333431e-02,1.549999999999999989e-02,3.200000000000000067e-02,3.883333333333333082e-02,3.766666666666666774e-02,4.399999999999999745e-02,2.166666666666666741e-02,2.283333333333333395e-02,5.933333333333333515e-02,6.566666666666666485e-02
1.650000000000000078e-02,9.833333333333332815e-03,2.850000000000000103e-02,3.266666666666666330e-02,3.033333333333333368e-02,3.216666666666666979e-02,2.083333333333333218e-02,2.183333333333333307e-02,4.033333333333333215e-02,4.900000000000000189e-02
1.400000000000000029e-02,8.666666666666666269e-03,2.433333333333333182e-02,2.566666666666666749e-02,2.566666666666666749e-02,2.666666666666666838e-02,1.849999999999999908e-02,2.066666666666666652e-02,3.450000000000000289e-02,3.766666666666666774e-02
1.250000000000000069e-02,7.499999999999999722e-03,2.100000000000000130e-02,2.299999999999999961e-02,2.199999999999999872e-02,2.116666666666666696e-02,1.549999999999999989e-02,1.799999999999999864e-02,2.633333333333333359e-02,3.200000000000000067e-02
